Denumire,Pret,Stoc,Link,Poza,Descriere
"Paste savana cu faina de linte rosie, naut si orez brun bio 250g Pasta Natura","22.05","instock","www.natur.ro/D34EE283-794B-4232-9914-4FEF7A2C73BA.html","https://www.natur.ro/ImaginiProduse/d34ee283-794b-4232-9914-4fef7a2c73ba/8050534140033_9276282c-8a16-4082-8956-10f087e8b770.jpg","Paste savana cu faina de linte rosie, naut si orez brun fara gluten bio 250g Pasta Natura&nbsp;Preparate special pentru persoanele cu intoleranta la gluten.&nbsp;Recomandat copiior peste 3 ani.&nbsp;Cu Pastele savana cu faina de linte rosie, naut si orez brun Pasta Natura, copiii dumneavoastra vor putea experimenta aventuri incredibile la masa. Girafele dragute, leii si maimutele facute cu faina de linte rosie, naut si orez brun, vor transforma pranzul intr-o experienta gustoasa si distractiva. Aceste paste, care sunt in mod natural fara gluten, nu contin coloranti sau conservanti. Din momentul in care deschideti pachetul, aroma imbietoare a pastelor va cucereste simturile, pregatindu-i pe cei mici pentru o masa delicioasa. Implicandu-i in pregatirea pranzului, veti putea crea amintiri de neuitat. Jocul cu formele si culorile stimuleaza pofta de mancare si face din ora mesei o oportunitate de bucurie si descoperire, ajutand copiii sa stabileasca o relatie pozitiva cu mancarea.Concepute pentru cei mici, dar apreciate de intreaga familie, Pastele savana cu faina de linte rosie, naut si orez brun Pasta Natura vor fi protagonistul urmatoarelor pranzuri.Timp de fierbere:&nbsp;8-10 minute.Ingrediente:&nbsp;50% paste rosii (50% faina de linte rosie*, 50% faina de orez brun*), 50% paste galbene (50% faina de naut*, 50% faina de orez brun*).&nbsp;*din agricultura ecologicaAlergeni:&nbsp;Poate contine urme de SOIAValori nutritionale/100g:Energie: 1449kJ/343kcalGrasimi: 3.2g din care saturate 0.6gCarbohidrati: 61g din care zaharuri 1.2gFibre: 6gProteine: 15gSaruri: 0gConditii de pastrare:&nbsp;A se pastra intr-un loc uscat si racoros.Produs certificat ecologicAgricultura UE/non-UEFabricat in Italia250g"
"Paste margarete tricolore bio 250g Pasta Natura","22.89","instock","www.natur.ro/DE0EAD11-5B7B-4A16-B4EA-BAA13780D315.html","https://www.natur.ro/ImaginiProduse/de0ead11-5b7b-4a16-b4ea-baa13780d315/Pastemargaretetricolorebiofaragluten250gPastaNatura_3aaeae23-48de-4266-99dc-de1214d82763.jpeg","Paste margarete tricolore bio fara gluten, 250g Pasta NaturaPaste bio vegane sub forma de margarete, fara gluten, fabricate de maestri italieni pentru garantia calitatii si a gustului desavarsit.&nbsp;Ingrediente: paste rosii* (98% faina de porumb*, 2% pudra de sfecla rosie*), paste verzi* (98% faina de porumb*, 2% pudra de spanac*), paste galbene* (99.5% faina de porumb*, 0.5% faina de quinoa*).*din agricultura ecologicaTimp de fierbere: 13-15 minute.Adu o pata de culoare in bucatarie cu pastele tricolore Pasta Natura. Cu un aport nutritional echilibrat, sunt potrivite pentru toate varstele, si pentru sportivi datorita continutului de proteine vegane.Valori nutritionale/100g:Energie: 1459 kJ/344 kcalGrasimi: 1.1g din care saturate 0.3gCarbohidrati: 74.8g din care zaharuri 0.9gFibre: 1.4gProteine: 7.9gSaruri: 0gPoate contine urme de soia.Fabricat in Italia intr-o cooperativa agricola. Produs certificat bio, Vegan, fara gluten.250g"
"Paste din orez cu spirulina bio 250g Pasta Natura","22.89","instock","www.natur.ro/BE8248E6-7706-4D88-BB3C-136B49B9A17A.html","https://www.natur.ro/ImaginiProduse/be8248e6-7706-4d88-bb3c-136b49b9a17a/Pastedinorezcuspirulinabiofaragluten250gPastaNatura_d6e749a7-66cf-464e-95ab-5771d1cab158.jpeg","Paste din orez cu spirulina bio fara gluten, 250g Pasta NaturaPaste bio vegane fara gluten, fabricate de maestri italieni pentru garantia calitatii si a gustului desavarsit.&nbsp;Ingrediente: faina integrala de orez* 97%, spirulina* 3%.*din agricultura ecologicaTimp de fierbere: 11-13 minute.Adu o pata de culoare in bucatarie cu pastele Pasta Natura. Cu un aport nutritional echilibrat, sunt potrivite pentru toate varstele, si pentru sportivi datorita continutului de proteine vegane.Valori nutritionale/100g:Energie: 1572 kJ/371 kcalGrasimi: 2.8g din care saturate 0.5gCarbohidrati: 75g din care zaharuri 0.8gFibre: 3.5gProteine: 9.7gSaruri: 0.09gPoate contine urme de soia.Fabricat in Italia intr-o cooperativa agricola. Produs certificat bio, Vegan, fara gluten.250g"
"Paste cu turmeric si piper bio 250g Pasta Natura","22.89","instock","www.natur.ro/1F04E214-552A-4E1B-9EC2-51E490E37494.html","https://www.natur.ro/ImaginiProduse/1f04e214-552a-4e1b-9ec2-51e490e37494/Pastecuturmericsipiperbiofaragluten250gPastaNatura_8cc46256-384b-4768-8240-51e7a19aa9da.jpeg","Paste cu turmeric si piper bio fara gluten, 250g Pasta NaturaPaste bio vegane fara gluten, fabricate de maestri italieni pentru garantia calitatii si a gustului desavarsit.&nbsp;Ingrediente: faina de porumb*, pudra de turmeric* 5%, piper negru pudra* 0.2%.*din agricultura ecologicaTimp de fierbere: 10-12 minute.Adu o pata de culoare in bucatarie cu pastele Pasta Natura. Cu un aport nutritional echilibrat, sunt potrivite pentru toate varstele, si pentru sportivi datorita continutului de proteine vegane.Valori nutritionale/100g:Energie: 1561 kJ/368 kcalGrasimi: 2.4g din care saturate 0.4gCarbohidrati: 78g din care zaharuri 0.8gFibre: 2.7gProteine: 7.1gSaruri: 0gPoate contine urme de soia.Fabricat in Italia intr-o cooperativa agricola. Produs certificat bio, Vegan, fara gluten.250g"
"Paste din faina de sorg cu sfecla rosie bio 250g Pasta Natura","22.89","instock","www.natur.ro/F013E7B7-05C9-49C4-AA46-7CDA77CD5228.html","https://www.natur.ro/ImaginiProduse/f013e7b7-05c9-49c4-aa46-7cda77cd5228/Pastedinfainadesorgcusfeclarosiebiofaragluten250gPastaNatura_4508adbf-5ff6-4191-a5f7-5660f0cc890a.jpeg","Paste din faina de sorg cu sfecla rosie bio fara gluten, 250g Pasta NaturaPaste bio vegane fara gluten, fabricate de maestri italieni pentru garantia calitatii si a gustului desavarsit.&nbsp;Ingrediente: faina de sorg* 70%, faina de orez brun*, pudra de sfecla rosie* 5%.*din agricultura ecologicaTimp de fierbere: 5-6 minute.Adu o pata de culoare in bucatarie cu pastele Pasta Natura. Cu un aport nutritional echilibrat, sunt potrivite pentru toate varstele, si pentru sportivi datorita continutului de proteine vegane.Valori nutritionale/100g:Energie: 1519 kJ/359 kcalGrasimi: 3.6g din care saturate 0.7gCarbohidrati: 69g din care zaharuri 3.5gFibre: 6.4gProteine: 9.5gSaruri: 0gPoate contine urme de soia.Fabricat in Italia intr-o cooperativa agricola. Produs certificat bio, Vegan, fara gluten.250g"
"Penne din mazare verde bio 250g Pasta Natura","19.51","instock","www.natur.ro/penne-din-mazare-verde-bio-fara-gluten-250g-pasta-natura.html","https://www.natur.ro/ImaginiProduse/5cde1b6a-1640-4fc6-84e2-c0b8c30c56a5/render_sacchetto_piselli__37385.jpg","Penne din mazare verde fara gluten, bio, 250g Pasta Natura Paste bio vegane fara gluten, fabricate de maestri italieni pentru garantia calitatii si a gustului desavarsit. Ingrediente: 100% faina din mazare verde**din agricultura ecologica Timp de fierbere: 4-5 minute. Pastele din faina de mazare verde sunt bogate in proteine, fibre, minerale, vitamine si antioxidanti. Sunt potrivite pentru orice varsta, si in special pentru persoanele sensibile la gluten, mazarea fiind un aliment care nu contine gluten. Gatirea unei retete cu pastele din faina de mazare este foarte usoara, iar culoarea verde inchis a acestora da sansa bucatarului sa prepare o mancare cu un aspect aparte. Pentru gustul deosebit, garanteaza Pasta Natura. Pastele din faina de mazare sunt potrivite pentru sportivi si copii, care au nevoie de o sursa de energie sanatoasa, fara colesterol. Pastele din faina de mazare verde sunt prietenii intestinului: sunt usor de digerat, previn constipatia si au o buna capacitate probiotica, ajutand flora intestinala sa functioneze in parametri normali. Sfaturi pentru gatit:&nbsp -pastele din faina de mazare verde merg bine cu ceapa, praz, menta, sos de ciuperci cu usturoi si ulei de masline. Valori nutritionale/100g:Energie: 1464 kJ/346 kcalGrasimi: 1.4g din care saturate 0.4gCarbohidrati: 57g din care zaharuri 3.5gFibre: 7gProteine: 23gSaruri: 0.01g Fabricat in Italia intr-o cooperativa agricola. Produs certificat bio, Vegan Ok, fara gluten. 250g &nbsp &nbsp;"
"Penne din amarant, teff si quinoa bio 250g Pasta Natura","17.79","instock","www.natur.ro/penne-din-amarant-teff-si-quinoa-bio-fara-gluten-250g-pasta-natura.html","https://www.natur.ro/ImaginiProduse/c2777d9e-399a-48ae-adca-b55b1ab911fe/render_sacchetto_amaranteff__35641.jpg","Penne din amarant, teff si quinoa bio, fara gluten 250g Pasta Natura Paste bio vegane fara gluten, fabricate de maestri italieni pentru garantia calitatii si a gustului desavarsit. Ingrediente: faina de porumb*, faina de orez*, faina de amarant* 10%, faina de teff* 5%, faina de quinoa* 5%.*din agricultura ecologica Timp de fierbere: 5-7 minute. Pentru un gust plin de energie, alegeti pastele cu amarant, teff si quinoa. Bogate in aminoacizi esentiali, carbohidrati complexi si proteine vegetale. O alternativa foarte sanatoasa la pastele traditionale din grau, cu aspect asemanator dar cu un gust aparte si evident fara gluten. Potrivite pentru sportivi si pentru persoanele care doresc un indice glicemic scazut. Amarantul este bogat in calciu, fosfor si fier. Teff este bogat in fibre, potasiu, tiamina, niacina si vitamina B6. Iar quinoa este o buna sursa de lizina, fibre si minerale precum fosfor, magneziu, zinc. Sfaturi pentru gatit: Aceste paste merg bine cu leguminoase, sau cu boabe de fasole si naut. De asemenea puteti prepara un sos cu masline negre si ardei. Valori nutritionale/100g:Energie: 1365 kJ/323 kcalGrasimi: 2.9g din care saturate 0.45gCarbohidrati: 60g din care zaharuri 2.0gFibre: 12gProteine: 8.3gSaruri: 0.003g Fabricat in Italia intr-o cooperativa agricola. Produs certificat bio, Vegan Ok, fara gluten. 250g"
"Penne din linte rosie bio 250g Pasta Natura","24.14","instock","www.natur.ro/penne-din-linte-rosie-bio-fara-gluten-250g-pasta-natura.html","https://www.natur.ro/ImaginiProduse/3475d4eb-b3fa-4bcc-b090-f66c9c6eb3a0/render_sacchetto_lenticchie__91729.jpg","Penne din linte rosie bio fara gluten 250g Pasta Natura Paste bio vegane fara gluten, fabricate de maestri italieni pentru garantia calitatii si a gustului desavarsit. Ingrediente: faina de linte rosie**din agricultura ecologica Timp de fierbere: 4-5 minute. Adu o pata de culoare in bucatarie cu pastele din linte rosie. Cu un aport nutritional echilibrat, sunt potrivite pentru toate varstele, si pentru sportivi datorita continutului de proteine vegane. Sunt o sursa sanatoasa de fibre alimentare, fiind astfel usor de digerat, ajutand la mentinerea unui tranzit intestinal normal. Datorita culorii lor rosiatice, pot fi foarte atractive si pentru copii. Sfaturi pentru gatit: Adaugati o frunza de dafin in apa in care fierbeti aceste paste din linte rosie. Se pot servi cu sparanghel si cu fasole, sau cu un sos cu ulei de masline si curry, turmeric si chimen. O alta sugestie este cu cicoare, ardei copti si masline negre. Valori nutritionale/100g:Energie: 1312 kJ/312 kcalGrasimi: 1.8g din care saturate 0.4gCarbohidrati: 49g din care zaharuri 1.4gFibre: 6gProteine: 22gSaruri: 0.01g Fabricat in Italia intr-o cooperativa agricola. Produs certificat bio, Vegan Ok, fara gluten. 250g"
"Paste maccheroni cu bambus 250g Pasta Natura","14.51","instock","www.natur.ro/paste-maccheroni-cu-bambus-fara-gluten-250g-pasta-natura.html","https://www.natur.ro/ImaginiProduse/984cc422-a29b-4243-98a7-7f8c287e359a/render_sacchetto_bambu__62762.jpg","Paste maccheroni cu bambus fara gluten 250g Pasta Natura Paste vegane fara gluten, fabricate de maestri italieni pentru garantia calitatii si a gustului desavarsit. Ingrediente: faina de porumb, faina de orez, fibre de bambus 8%. Timp de fierbere: 9 minute. Pentru o mancare speciala, bogata in arome, alegeti pastele cu fibre de bambus  Pasta Natura. Bambusul are proprietati antioxidante si remineralizante. Recomandate la ocazii speciale, dar nu  numai. Sfaturi pentru gatit:Pastele cu bambus merg bine cu pui si mazare pentru persoanele care nu sunt vegetariene. Pentru vegetarieni, recomandam o reteta cu lamaie, patrunjel tocat si parmezan. Valori nutritionale/100g:Energie: 1391 kJ/329 kcalGrasimi: 1.6g din care saturate 0.2gCarbohidrati: 68g din care zaharuri 2.9gFibre: 8.8gProteine: 6.5gSaruri: 0.003g Fabricat in Italia intr-o cooperativa agricola. Produs certificat Vegan Ok, fara gluten. 250g"
"Paste casarecce cu trufe 250g Pasta Natura","24.78","instock","www.natur.ro/paste-casarecce-cu-trufe-fara-gluten-250g-pasta-natura.html","https://www.natur.ro/ImaginiProduse/fa2f4cbf-848d-4d50-aeab-4ea6d2a5129c/61NfjzvygKLSL1348_b0e1ea79-1d78-411f-83b7-9a13aaca80a7.jpg","Paste casarecce cu trufe fara gluten 250g, Pasta Natura Paste vegane fara gluten, fabricate de maestri italieni pentru garantia calitatii si a gustului desavarsit. Ingrediente: faina de porumb, faina de orez, trufe preparate (aroma naturala, carob, sare, trufe de vara Tuber Aestivum). Timp de fierbere: 5-7 minute. Pentru o mancare speciala, bogata in arome, alegeti pastele cu trufe Pasta Natura. Trufele sunt bogate in vitamine si minerale, isi pastreaza aroma deosebita, bucataria se va umple de un miros irezistibil. Pastele cu trufe sunt o adevarata delicatesa. De la procesarea fainii, la uscarea lenta a pastelor, totul este pregatit in detaliu pentru a rezulta un produs final de exceptie. De gust nu mai vorbim, trebuie neaparat sa le incercati. Recomandat la ocazii speciale, dar nu numai. Sfaturi pentru gatit: -pastele cu trufe se pot consuma chiar simple, cu putin ulei de masline-se pot prepara in unt, si condimentate cu piper negru;-pentru retete avansate, puteti prepara pastele cu trufe cu ciuperci, mascarpone si castane;-o reteta delicioasa este si cea cu faina de andive sote, seminte de pin, masline negre si stafide. Valori nutritionale/100g:Energie: 1427 kJ/336 kcalGrasimi: 1.3g din care saturate 0.5gCarbohidrati: 73g din care zaharuri 0.5gFibre: 1.6gProteine: 7.9gSaruri: 0.01g Fabricat in Italia intr-o cooperativa agricola. Produs certificat Vegan Ok, fara gluten. 250g"
"Paste maccheroni din ovaz bio 250g Marchesato","20.66","instock","www.natur.ro/paste-maccheroni-din-ovaz-fara-gluten-250g-marchesato.html","https://www.natur.ro/ImaginiProduse/180d0831-d877-4c2b-af06-a84860f24af3/macheroniovaz54898_d95e7fc6-b265-454a-bc0e-17552cffeb42.jpg","Paste maccheroni din ovaz bio fara gluten 250g MarchesatoPaste bio vegane fara gluten, fabricate de maestri italieni pentru garantia calitatii si a gustului desavarsit.Ingrediente:&nbsp;55% faina de&nbsp;OVAZ*, faina de orez integrala*.&nbsp;&nbsp;*din agricultura ecologicaAlergeni:&nbsp;Vezi ingrediente cu majuscule. Poate contine urme de SOIA.Timp de fierbere: 7 minute.Valori nutritionale/100g:Energie: 1417kJ / 337kcalGrasimi: 3.8g din care saturate 0.7gCarbohidrati: 57.5g din care zaharuri 1.0gFibre: 16.3gProteine: 9.8gSaruri: 0gFabricat in Italia intr-o cooperativa agricola. Produs certificat bio, Vegan Ok, fara gluten.Gramaj:&nbsp;250g"
"Paste maccheroni cu legume bio 250g Marchesato","21.07","instock","www.natur.ro/paste-maccheroni-cu-legume-fara-gluten-250g-marchesato.html","https://www.natur.ro/ImaginiProduse/d0584ffc-046f-4d0b-b087-2934a2c121f1/macheroni_multicereale__59390.jpg","Paste maccheroni cu legume fara gluten 250g Marchesato Paste bio vegane fara gluten, fabricate de maestri italieni pentru garantia calitatii si a gustului desavarsit. Ingrediente: faina de linte* 25%, faina de naut* 25%, faina de mazare* 25%, faina de fasole* 25%.*din agricultura ecologica Timp de fierbere: 7 minute. Valori nutritionale/100g:Energie: 1296 kJ/307 kcalGrasimi: 2.3g din care saturate 0.4gCarbohidrati: 44g din care zaharuri 1.8gFibre: 14gProteine: 21gSaruri: 0.005g Fabricat in Italia intr-o cooperativa agricola. Produs certificat bio, Vegan Ok, fara gluten. 250g"
"Paste casarecce din orez integral bio 250g Marchesato","16.94","instock","www.natur.ro/paste-casarecce-din-orez-integral-bio-fara-gluten-250g-marchesato.html","https://www.natur.ro/ImaginiProduse/0ab30d20-276e-4e92-9606-93784ddbfc1b/8050534147179_08869dd4-d1ec-429d-b745-44824f6175f7.png","Paste casarecce din orez integral bio fara gluten 250g MarchesatoPaste bio vegane fara gluten, fabricate de maestri italieni pentru garantia calitatii si a gustului desavarsit.Ingrediente: faina de orez integral**din agricultura ecologicaAlergeni: Poate contine urme de SOIA.Timp de fierbere:&nbsp;12 minute.Valori nutritionale/100g:Energie: 1530kJ/361kcalGrasimi: 2.8g din care saturate 0.5gCarbohidrati: 75g din care zaharuri 0.5gFibre: 3.2gProteine: 7.4gSare: 0.002gConditii de pastrare:&nbsp;A se pastra intr-un loc uscat si racoros.Fabricat in Italia intr-o cooperativa agricola.Produs certificat ecologic&nbsp;Agricultura UE/non-UGramaj:&nbsp;250g"
"Penne din linte rosie bio 250g Marchesato","23.75","instock","www.natur.ro/penne-din-linte-rosie-bio-fara-gluten-250g-marchesato.html","https://www.natur.ro/ImaginiProduse/ef015541-29b5-4ee6-97dc-9caeafb060b1/4_4844d6ae-12aa-425d-af63-1deabe8ebd6c.png","Penne din linte rosie bio 250g MarchesatoPaste bio vegane fara gluten, fabricate de maestri italieni pentru garantia calitatii si a gustului desavarsit.Ingrediente:&nbsp;100% faina de linte rosie**din agricultura ecologica&nbsp;Alergeni:&nbsp;Poate contine urme de SOIA.&nbsp;Timp de fierbere:&nbsp;8-10 minute.Valori nutritionale/100g:Energie: 1322 kJ/312 kcalGrasimi: 1.8g din care saturate 0.4gCarbohidrati: 49g din care zaharuri 1.4gFibre: 6gProteine: 22gSaruri: 0.01gConditii de pastrare:&nbsp;A se pastra intr-un loc uscat si racoros, ferit de razele directe ale soarelui.Produs certificat ecologicFabricat in ItaliaGramaj:&nbsp;250g"
"Penne din teff bio 250g Marchesato","20.66","instock","www.natur.ro/penne-din-teff-bio-fara-gluten-250g-marchesato.html","https://www.natur.ro/ImaginiProduse/87c42ddc-ab19-446d-832c-71274f82cb5a/penne_teff__92011.jpg","Penne din teff bio fara gluten 250g Marchesato Paste bio vegane fara gluten, fabricate de maestri italieni pentru garantia calitatii si a gustului desavarsit. Ingrediente: faina de teff* 30%, faina de porumb*, faina de orez**din agricultura ecologica Timp de fierbere: 9 minute. Valori nutritionale/100g:Energie: 1454 kJ/343 kcalGrasimi: 1.9g din care saturate 0.6gCarbohidrati: 71g din care zaharuri 0.9gFibre: 2.7gProteine: 9.1gSaruri: 0.01g Fabricat in Italia intr-o cooperativa agricola. Produs certificat bio, Vegan Ok, fara gluten. 250g"
"Penne din mazare verde bio 250g Marchesato","19.51","instock","www.natur.ro/penne-din-mazare-verde-fara-gluten-bio-250g-marchesato.html","https://www.natur.ro/ImaginiProduse/850a3036-9653-4831-b0a3-a25eef9290d8/8050534147155_1f0cc63e-fa2b-4c52-a1d9-0e1420a316e0.png","Penne din mazare verde fara gluten, bio, 250g MarchesatoPaste bio vegane fara gluten, fabricate de maestri italieni pentru garantia calitatii si a gustului desavarsit.Ingrediente:&nbsp;faina de mazare verde**din agricultura ecologicaAlergeni:&nbsp;Poate contine urme de SOIA.Timp de fierbere:&nbsp;5 minute.Valori nutritionale/100g:Energie: 1464kJ/346kcalGrasimi: 1.4g din care saturate 0.4gCarbohidrati: 57g din care zaharuri 3.5gFibre: 7gProteine: 23gSare: 0.01gConditii de pastrare:&nbsp;A se pastra intr-un loc uscat si racoros.Fabricat in Italia intr-o cooperativa agricola.Produs certificat ecologicAgricutura ItaliaGramaj:&nbsp;250g"
"Fusilli din hrisca bio 250g Marchesato","22.41","notinstock","www.natur.ro/fusilli-din-hrisca-bio-fara-gluten-250g-marchesato.html","https://www.natur.ro/ImaginiProduse/09f0b809-09c0-4bbd-aa5f-cfad0fc1a5bf/8050534147056_4a6af62f-0b9e-4ed6-b7cb-694b38b08972.png","Fusilli din hrisca bio fara gluten 250g MarchesatoPaste bio vegane fara gluten, fabricate de maestri italieni pentru garantia calitatii si a gustului desavarsit.Ingrediente:&nbsp;faina de hrisca**din agricultura ecologicaAlergeni:&nbsp;Poate contine urme de SOIA.&nbsp;Timp de fierbere:&nbsp;6 minute.Valori nutritionale/100g:Energie: 1525kJ/360kcalGrasimi: 3.3g din care saturate 0.7gCarbohidrati: 67g din care zaharuri 1gFibre: 5.3gProteine: 13gSare: 0gConditii de pastrare:&nbsp;A se pastra intr-un loc uscat si racoros.&nbsp;Fabricat in Italia intr-o cooperativa agricolaProdus certificat ecologicAgricultura UEGramaj:&nbsp;250g"
